country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,X
USA,PG-13,11000000,2001,580,4.6,1.85,365,3044
USA,R,12000000,1992,330,6,1.85,541,3045
USA,PG,11000000,1978,595,6.4,1.85,745,3046
USA,PG,12000000,1986,394,5.5,2.35,902,3047
UK,PG-13,11000000,2015,55,7.5,1.85,36000,3048
UK,PG,11000000,1975,293,8.1,1.66,0,3049
USA,PG-13,11000000,2001,711,6.3,1.85,0,3050
USA,R,11000000,2000,723,5.1,1.85,671,3051
UK,PG-13,11000000,2012,156,6.8,2.35,13000,3052
USA,R,11000000,2001,660,5.3,1.85,449,3053
USA,R,11000000,2001,472,7.3,1.85,5000,3054
UK,PG-13,11000000,2015,638,7.3,2.35,34000,3055
USA,R,11000000,2004,1000,7.1,2.35,0,3056
USA,R,13000000,1992,888,7.6,1.85,10000,3057
Canada,R,11000000,2002,448,5.3,1.85,405,3058
USA,PG-13,11000000,1993,29000,7.8,1.85,14000,3059
Canada,PG-13,17000000,2003,147,7.7,1.85,0,3060
UK,R,11000000,2004,594,7.7,1.85,0,3061
UK,R,11000000,2002,463,5.4,1.85,550,3062
USA,R,11000000,1995,979,6.2,1.85,174,3063
USA,R,11000000,2013,275,7.4,1.85,26000,3064
USA,R,5000000,2001,835,6.2,1.85,0,3065
USA,PG-13,11000000,1991,163,5.1,1.85,967,3066
USA,PG,11000000,1970,275,6.9,2.35,608,3067
USA,R,,2005,12000,6.3,2.35,0,3068
USA,PG-13,11000000,2006,35,6.8,2.35,0,3069
USA,PG,10700000,1982,770,7.4,2.35,11000,3070
UK,R,12000000,2010,641,5.7,2.35,0,3071
USA,R,10800000,2008,723,5.8,1.85,0,3072
Italy,GP,,1969,545,6.2,2.35,85,3073
USA,PG-13,11000000,2012,79,4.3,2.35,18000,3074
Australia,R,15000000,2006,71,6.4,2.35,302,3075
India,R,700000000,2006,1000,6,2.35,659,3076
UK,PG-13,14000000,1999,692,6.9,1.85,646,3077
UK,R,7000000,2013,766,5.5,2.35,0,3078
USA,PG-13,10600000,2002,451,5.4,2.35,1000,3079
UK,G,12000000,1968,117,8.3,2.2,24000,3080
USA,PG,10500000,1982,725,7.9,1.85,34000,3081
USA,PG-13,10000000,2007,1000,6.5,2.35,1000,3082
Canada,PG,12500000,2004,450,6.3,1.85,392,3083
USA,R,10500000,1994,446,6.4,,119,3084
UK,,,,102,7.9,,0,3085
India,,,2010,154,5.3,,250,3086
USA,R,11000000,2007,362,5.8,1.85,411,3087
Mexico,R,10818775,2012,377,6.6,2.35,0,3088
France,,11000000,2014,29,7.4,1.85,0,3089
USA,R,10000000,1997,13000,8.3,1.85,31000,3090
USA,R,11000000,2016,12000,5.3,2.35,0,3091
USA,R,10000000,2006,651,6.2,1.85,0,3092
USA,R,10000000,1981,11000,6.9,1.85,0,3093
USA,PG-13,10000000,2000,464,5.9,1.85,0,3094
France,R,10000000,2016,465,6.1,2.35,0,3095
USA,PG-13,10000000,1999,1000,5.8,1.85,0,3096
USA,R,10000000,2009,906,7.3,1.85,12000,3097
USA,R,10000000,2007,651,5.9,1.85,0,3098
UK,PG-13,10000000,2005,392,5.5,2.35,0,3099
USA,PG-13,6000000,2006,907,5,1.85,676,3100
USA,R,13800000,1986,970,7,1.85,0,3101
USA,G,10000000,1962,249,7.8,2.35,0,3102
USA,PG,10000000,1992,613,6.4,1.85,0,3103
USA,PG-13,10000000,2004,1000,5.9,1.85,4000,3104
USA,PG-13,12000000,1996,503,7,1.85,0,3105
Germany,R,10000000,2001,322,6.1,1.85,0,3106
USA,PG,10000000,1989,769,6.9,2.35,0,3107
UK,G,10000000,1968,275,7.5,2.35,0,3108
UK,PG-13,10000000,2011,400,7.3,2.35,48000,3109
USA,G,23000000,2001,563,6.5,1.85,227,3110
Australia,PG-13,12305523,1985,531,6.2,2.35,0,3111
USA,R,10000000,1985,745,6.7,1.85,0,3112
USA,PG-13,10000000,2016,334,6,2.35,20000,3113
USA,PG-13,10000000,2010,904,6.3,2.35,16000,3114
USA,R,20000000,2002,706,5.8,1.85,981,3115
Canada,PG-13,10000000,2015,542,6.1,2.35,29000,3116
USA,PG-13,10000000,1985,841,6.9,1.85,0,3117
UK,R,6000000,2000,11000,8.3,1.85,27000,3118
UK,R,10000000,1992,211,5.4,1.85,0,3119
USA,PG-13,9000000,2008,715,6.7,1.85,0,3120
USA,R,10000000,1999,1000,7.4,2.35,10000,3121
USA,R,10000000,2002,797,5.6,2.35,744,3122
USA,PG,10000000,1983,730,6.5,1.85,0,3123
USA,R,17000000,1989,472,6.5,2.35,0,3124
USA,R,10000000,1994,543,5.8,1.85,368,3125
USA,PG-13,8500000,2002,855,5,2.35,720,3126
USA,PG-13,12000000,2006,809,5.5,1.85,0,3127
USA,PG-13,10000000,1998,945,6.5,1.85,0,3128
USA,PG-13,10000000,1983,919,7.2,2.35,10000,3129
USA,PG,65000000,2016,424,7.3,2.35,21000,3130
USA,R,10000000,1983,278,7.2,1.85,0,3131
USA,R,10000000,2015,412,5.2,2.35,13000,3132
USA,PG-13,17000000,2012,876,5.7,2.35,0,3133
USA,R,10000000,2001,533,4.7,2.35,0,3134
USA,PG-13,10000000,2009,537,5.9,2.35,15000,3135
USA,PG-13,10000000,2006,912,6.8,2.35,683,3136
USA,R,10000000,1993,475,5.9,1.85,331,3137
USA,R,10000000,1985,324,5.3,1.85,0,3138
USA,PG-13,,2005,918,6,2.35,997,3139
USA,R,9000000,1998,933,7.7,2.35,5000,3140
USA,PG-13,10000000,2010,927,4.4,2.35,13000,3141
UK,PG,10000000,2015,186,6.6,2.35,21000,3142
USA,G,10000000,2008,624,6.7,1.85,851,3143
USA,PG,25000000,2005,962,5.5,1.85,767,3144
USA,R,10000000,1990,269,6.5,1.85,720,3145
USA,PG-13,10000000,2002,67,6.2,2.35,0,3146
USA,PG-13,11000000,1990,610,7.1,1.85,11000,3147
USA,R,12600000,2003,683,6.1,1.85,0,3148
USA,R,10000000,1980,926,7.1,1.85,680,3149
USA,R,30000000,1999,218,6,2.35,328,3150
USA,PG-13,10000000,2012,1000,7.4,2.35,27000,3151
USA,R,10000000,2007,651,5.9,1.85,441,3152
USA,PG,10000000,2013,734,4.1,1.85,0,3153
USA,R,,2009,700,5.8,1.85,0,3154
USA,PG,3000000,2002,811,5.9,1.85,227,3155
UK,R,6400000,2011,2000,7,2.35,17000,3156
USA,R,10000000,2005,497,6.8,2.35,808,3157
USA,R,10000000,1997,826,7.4,1.85,1000,3158
USA,R,5000000,2015,562,7.1,2.35,15000,3159
USA,PG-13,10000000,2005,232,7,2.35,1000,3160
USA,PG-13,22000000,2001,4000,5.8,2.35,0,3161
USA,R,10000000,1999,939,7.8,1.85,16000,3162
Germany,PG-13,10000000,1999,980,6.5,1.85,0,3163
USA,PG-13,10000000,2014,430,7,1.85,20000,3164
USA,R,10000000,1998,796,6.3,1.85,0,3165
USA,PG,10000000,2004,2000,5.3,1.85,0,3166
USA,R,10000000,1984,376,6.8,1.85,0,3167
USA,R,10000000,2010,622,5.5,2.35,0,3168
UK,R,10000000,2002,372,7.4,1.85,0,3169
USA,R,6000000,2013,14000,4.3,1.85,25000,3170
USA,PG-13,100000000,2010,11000,6,2.35,25000,3171
USA,PG-13,10000000,2008,702,5.2,2.35,518,3172
USA,R,10000000,2012,353,6.7,2.35,25000,3173
USA,R,,2011,939,6.3,1.85,0,3174
USA,TV-14,,,722,7.9,1.78,0,3175
USA,R,7500000,1998,816,8.6,1.85,35000,3176
USA,R,10000000,2012,581,6.1,2.35,14000,3177
USA,PG,10000000,2004,808,5.8,1.85,49,3178
Canada,R,10000000,1998,3,7.7,1.85,0,3179
France,G,10000000,1999,262,8,2.35,0,3180
USA,R,10000000,2002,11000,5.6,2.35,398,3181
USA,R,10000000,2013,497,6.7,2.35,0,3182
UK,PG-13,,2007,269,6.6,2.35,0,3183
USA,PG,10000000,1981,695,4.2,2.35,425,3184
USA,PG-13,9000000,2014,837,6.6,2.35,0,3185
USA,PG,16000000,2001,405,4.1,1.85,0,3186
USA,PG-13,10000000,2006,342,7.3,1.85,0,3187
USA,R,10000000,2015,3000,7.1,,0,3188
USA,R,10000000,2011,616,6.5,1.85,0,3189
Italy,R,10000000,2009,110,7,1.85,0,3190
USA,PG-13,10000000,2012,759,5.5,2.35,0,3191
UK,R,11500000,1993,721,6.6,1.85,561,3192
USA,R,9000000,1999,296,7.1,1.85,944,3193
Germany,R,6500000,2004,912,7.9,2.35,18000,3194
UK,PG,10000000,2000,576,7.1,2.35,345,3195
USA,R,10000000,1987,324,5.6,1.85,208,3196
Germany,PG-13,10000000,2006,436,7.3,2.35,0,3197
USA,R,10000000,2011,503,3.3,1.85,0,3198
USA,R,10000000,2000,975,6.5,1.85,1000,3199
USA,PG-13,10000000,2016,35,4.8,1.85,10000,3200
USA,PG,14000000,1981,488,5.2,2.35,106,3201
USA,R,10000000,2014,139,6.3,1.85,0,3202
USA,PG-13,10000000,2011,252,7.2,1.85,0,3203
Canada,R,8000000,2002,387,6.8,1.78,0,3204
USA,R,10000000,2000,1000,5.7,1.85,242,3205
UK,PG,10000000,2002,11000,7.2,2.35,0,3206
USA,R,10000000,2012,11000,6.9,1.85,20000,3207
Poland,TV-MA,,,3,9.1,1.33,0,3208
India,Not Rated,10000000,2006,200,6.3,2.35,533,3209
France,R,10000000,2000,537,6.2,1.85,795,3210
USA,R,11000000,2011,414,6.7,1.85,12000,3211
USA,R,5000000,2009,989,6.5,2.35,0,3212
Canada,R,10000000,2003,893,7.2,2.35,0,3213
USA,R,10000000,2007,799,5.3,1.85,319,3214
Hong Kong,PG-13,10000000,2007,329,6.7,2.35,0,3215
Spain,R,,1998,623,6.2,1.85,74,3216
UK,R,10000000,2002,711,3.6,1.85,725,3217
USA,R,10000000,2008,175,5.7,1.78,883,3218
Hong Kong,PG,10000000,2001,83,7.3,1.85,0,3219
USA,Not Rated,10000000,2003,96,5,1.66,952,3220
France,,60000000,1997,541,6.6,1.66,33,3221
USA,R,5000000,2014,362,6.6,1.85,5000,3222
France,,,1997,130,6.8,2.35,85,3223
UK,R,,2011,451,6.2,2.35,12000,3224
USA,R,4000000,2004,181,7.3,2.35,345,3225
UK,R,10000000,2001,798,6.2,1.85,117,3226
USA,R,,2009,640,6.9,1.85,0,3227
UK,R,5000000,2006,769,6.6,1.85,0,3228
USA,R,10000000,2005,922,6.3,1.85,661,3229
UK,R,,2010,793,7,1.85,0,3230
USA,PG,6200000,1994,542,3.3,1.85,321,3231
USA,PG-13,,2010,664,6.7,2.35,503,3232
Mexico,R,10000000,2013,61,6.2,,874,3233
USA,PG-13,10000000,2014,545,6.5,2.35,0,3234
USA,R,10000000,1997,474,3.5,1.85,89,3235
USA,PG-13,10000000,2009,3000,5.5,2.35,370,3236
USA,R,8000000,2009,690,5.9,1.85,1000,3237
USA,PG-13,5000000,2009,893,4.7,1.85,546,3238
Canada,PG,,2008,632,4.2,1.85,58,3239
Australia,R,10000000,2015,52,5.2,2.39,0,3240
USA,R,,2009,405,5.2,1.85,402,3241
USA,PG-13,10000000,2007,848,3.9,1.85,160,3242
Spain,R,10000000,2008,161,6.1,2.35,0,3243
Australia,R,,2010,109,5.8,2.35,0,3244
USA,R,6500000,2004,826,6.7,1.85,376,3245
USA,PG-13,10000000,2007,258,5.7,2.35,509,3246
Canada,PG-13,10000000,2011,152,4.5,2.35,0,3247
UK,R,6000000,2008,2000,6.9,2.35,0,3248
South Korea,,10000000,2014,618,4.8,,186,3249
Germany,R,10000000,2008,744,6.3,2.35,589,3250
Iceland,,10000000,2013,10,6.9,2.35,1000,3251
UK,PG-13,10000000,2010,891,5.4,2.35,695,3252
USA,R,10000000,2009,898,3.8,1.85,486,3253
Canada,R,10000000,2007,136,7,2.35,746,3254
USA,PG-13,10000000,2010,608,5.2,,119,3255
South Korea,R,10000000,2008,149,7.3,2.35,0,3256
USA,R,10000000,2013,948,4.6,2.35,0,3257
Canada,,10000000,2010,716,6.5,2.35,850,3258
USA,R,,2009,985,6.8,1.85,0,3259
USA,R,9600000,2005,228,6.7,1.85,957,3260
USA,R,9500000,2000,706,6.1,1.85,0,3261
Canada,R,10000000,2014,4000,5.2,,0,3262
UK,Approved,9500000,1967,462,6.9,2.35,0,3263
UK,R,10000000,2014,1000,6,,1000,3264
France,PG-13,8900000,2012,432,7.9,1.85,33000,3265
USA,PG-13,10500000,1988,887,4.5,1.85,616,3266
USA,R,9500000,2015,290,5.1,1.78,898,3267
USA,Approved,9400000,1963,898,7.6,2.76,0,3268
Spain,R,,2006,114,7.6,2.35,0,3269
Canada,R,9300000,1981,176,6.7,1.37,0,3270
USA,PG-13,,2009,947,6.1,,0,3271
UK,R,6000000,1995,1000,7.5,2.35,0,3272
USA,R,10000000,2015,476,5.3,1.85,0,3273
India,,600000000,2010,412,6,,0,3274
Denmark,R,7400000,2011,4000,7.1,2.35,50000,3275
Australia,PG,8500000,2011,446,7.5,2.35,10000,3276
India,Not Rated,7217600,2012,3000,6.9,2.35,12000,3277
UK,R,11000000,1979,581,8.5,2.35,23000,3278
USA,R,83532,1974,371,7.5,1.85,0,3279
USA,R,10000000,2010,908,6.6,2.35,0,3280
USA,G,9000000,1971,343,8,2.35,0,3281
UK,Approved,9000000,1965,189,7,2.35,0,3282
USA,R,10000000,2011,383,5.8,2.35,0,3283
Italy,,,2010,26,7.3,2.35,0,3284
USA,R,9000000,1996,851,6.8,2.35,0,3285
USA,R,9000000,1999,886,6.7,1.85,0,3286
USA,R,9000000,1988,189,6.5,1.85,0,3287
USA,PG-13,9000000,2007,203,8,1.85,0,3288
USA,R,9000000,2014,971,6.5,2.35,15000,3289
USA,PG-13,9000000,2000,683,4.9,1.85,580,3290
USA,R,9000000,2004,729,7.1,1.85,0,3291
USA,R,20000000,2000,10000,7,1.85,1000,3292
USA,R,8000000,2000,826,7,1.85,0,3293
USA,R,,1983,249,7.5,1.85,0,3294
USA,R,9000000,2006,318,4.5,2.35,0,3295
USA,PG-13,,2004,150,5.5,2.35,266,3296
UK,PG-13,9000000,1989,520,7.7,1.85,0,3297
USA,R,,2007,929,7.2,1.85,0,3298
USA,PG,,2003,579,4.8,1.85,419,3299
USA,R,8500000,2000,127,6.7,1.85,1000,3300
USA,R,9000000,2002,710,7,2.35,838,3301
USA,PG-13,8000000,1994,248,6.5,1.85,0,3302
USA,PG,,2006,906,7.4,1.85,0,3303
USA,TV-14,,,170,3.5,1.78,748,3304
USA,PG,9000000,1984,300,5.7,1.85,0,3305
USA,PG-13,9000000,2007,616,6.2,2.35,313,3306
USA,R,9000000,2005,591,5.7,2.35,215,3307
USA,R,9000000,2008,1000,6.4,1.85,1000,3308
UK,R,,1998,776,7,1.85,0,3309
South Korea,Not Rated,,2016,5,7.7,2.35,0,3310
USA,PG,9000000,2011,892,5.4,1.85,0,3311
Thailand,R,400000000,2001,6,6.6,1.85,124,3312
Italy,R,9000000,1990,602,6.1,1.85,375,3313
France,,,2014,41,6.1,2.35,348,3314
UK,R,9000000,2002,44,7.6,1.85,484,3315
USA,PG,9000000,2009,537,6.2,2.35,0,3316
Australia,PG,11400000,2006,62,6.6,1.85,135,3317
USA,R,19000000,2015,1000,6.1,2.35,0,3318
Denmark,Not Rated,45000000,2008,197,7.3,2.35,0,3319
Germany,PG-13,9000000,2005,374,4.2,2.35,128,3320
UK,Not Rated,,2009,281,7.1,1.85,0,3321
France,Unrated,,2009,168,6,2.35,120,3322
USA,R,9000000,2009,931,6.5,2.35,3000,3323
Australia,PG-13,8800000,1986,162,6.5,2.35,0,3324
UK,R,,2010,212,5.7,1.85,0,3325
UK,R,8800000,2004,900,6.1,2.35,458,3326
Australia,R,9000000,2010,109,7.1,2.35,0,3327
France,Not Rated,,2011,236,7.3,1.85,0,3328
USA,R,8600000,2007,922,6.5,2.35,0,3329
USA,TV-PG,,,296,7.9,2.35,2000,3330
Thailand,R,9000000,2014,368,5.7,2.35,0,3331
USA,R,,1987,847,7.2,2.35,19000,3332
USA,R,7000000,2009,628,7.3,2.35,0,3333
USA,R,8500000,1979,236,6.9,1.85,1000,3334
USA,PG-13,8500000,2013,1000,5,1.85,0,3335
France,PG,9000000,1968,178,5.9,2.35,0,3336
Norway,PG,60000000,1990,6,6.7,2.35,278,3337
USA,R,8000000,1999,841,7.3,2.35,0,3338
USA,PG-13,,2006,405,7.6,1.85,0,3339
USA,PG-13,8500000,2015,966,6.5,2.35,8000,3340
USA,PG-13,22000000,2001,218,2.1,2.35,0,3341
USA,R,9000000,2013,907,5.3,2.35,0,3342
South Korea,,8000000,2003,15,7.2,2.35,387,3343
UK,PG,8500000,2009,552,7,1.85,0,3344
India,PG-13,12000000,2010,327,8,2.35,27000,3345
USA,PG,8200000,1984,455,6.5,1.85,0,3346
USA,PG-13,9000000,2013,,6.9,2.35,18000,3347
USA,R,8000000,1999,107,7.1,1.85,196,3348
India,,,2007,687,7.3,,341,3349
Ireland,Not Rated,,2006,8,7.5,1.85,0,3350
India,Not Rated,,2013,551,6.9,,0,3351
USA,PG,8000000,1984,641,7.2,1.85,0,3352
USA,Passed,7623000,1951,426,7.2,1.37,1000,3353
USA,R,8500000,2008,716,6.7,1.85,8000,3354
Turkey,,8300000,2006,197,6,1.85,467,3355
USA,R,8000000,1994,902,8.9,2.35,45000,3356
UK,G,,1979,985,7.7,1.85,0,3357
USA,R,8500000,2014,241,7.9,2.35,65000,3358
USA,R,8550000,2004,499,5.6,2.35,713,3359
USA,G,8200000,1965,209,8,2.35,15000,3360
USA,PG,8000000,1984,161,6.2,1.85,0,3361
USA,R,8000000,2006,150,7.9,2.35,15000,3362
USA,R,8000000,1986,107,8.1,1.85,24000,3363
UK,R,8000000,2002,32,7.6,1.85,11000,3364
USA,PG-13,8000000,2004,363,3.5,1.85,0,3365
USA,PG,8000000,1979,466,7.6,1.85,0,3366
USA,PG-13,8000000,2002,886,6.5,1.85,0,3367
USA,R,8000000,1996,434,5.6,2.35,559,3368
USA,R,8000000,2011,10000,7.7,1.85,40000,3369
USA,PG-13,8000000,2008,332,5.2,1.85,0,3370
USA,R,8000000,1982,826,6.9,1.85,0,3371
USA,R,8000000,2014,342,6.1,2.35,0,3372
USA,PG,8000000,1981,345,5,1.85,495,3373
USA,R,,2016,163,7.8,,240,3374
UK,PG-13,8000000,1993,18000,7.4,1.85,0,3375
UK,M,7000000,1969,314,6.8,2.35,0,3376
USA,TV-14,,,579,7.1,16,0,3377
USA,R,8000000,1994,449,6.4,1.85,0,3378
USA,PG-13,8000000,1999,442,5.7,1.85,0,3379
USA,PG,,2006,801,7.5,2.35,0,3380
USA,R,8000000,1998,503,6.7,1.85,0,3381
USA,PG,8000000,2009,827,5.6,1.85,0,3382
USA,R,50000000,2005,903,7,2.35,0,3383
USA,R,7000000,2000,1000,7.6,2.35,18000,3384
USA,R,5000000,2002,11000,6.5,1.85,938,3385
Canada,R,8000000,2006,290,7,2.35,758,3386
USA,R,8000000,2009,3000,6.3,2.35,0,3387
USA,PG-13,8300000,2009,277,6.4,1.85,638,3388
USA,PG-13,8000000,2013,265,7.1,1.85,12000,3389
USA,PG-13,8000000,2010,1000,7.1,1.85,19000,3390
USA,R,,1994,780,6.5,1.85,160,3391
UK,R,8000000,2000,595,6.9,2.35,0,3392
USA,PG,8000000,2011,962,5.4,1.85,0,3393
USA,PG-13,8000000,1996,975,4.9,1.85,125,3394
USA,PG-13,8000000,1999,826,5.1,1.85,77,3395
USA,R,8000000,2000,905,5.3,2.35,859,3396
UK,PG,,1992,898,7.5,2.35,788,3397
,TV-MA,,,788,8.3,16,18000,3398
USA,R,8000000,2015,442,7.3,2.35,0,3399
UK,PG-13,10000000,2010,579,7.3,2.35,0,3400
France,R,8000000,2002,678,7.1,1.85,0,3401
USA,R,8000000,1991,1000,6,1.85,0,3402
Germany,R,8000000,1998,261,6.6,1.85,515,3403
USA,PG-13,8000000,2010,769,7.2,1.85,20000,3404
UK,R,7200000,2010,629,7.2,2.35,0,3405
UK,PG-13,8000000,2007,1000,6.9,2.35,429,3406
USA,PG-13,8000000,1997,273,6.8,1.66,0,3407
UK,R,8000000,1983,649,4,1.85,79,3408
France,Not Rated,6500000,2009,5,7.7,1.85,11000,3409
USA,R,8000000,2013,12,7.4,1.85,43000,3410
USA,R,8000000,2005,844,6.5,2.35,412,3411
USA,R,8000000,2007,257,6.4,2.35,226,3412
UK,,,2012,2000,7.2,16,434,3413
USA,R,8000000,2003,18000,5.6,1.85,494,3414
UK,R,,1998,306,6.3,2.35,75,3415
Canada,R,8000000,2006,177,6.8,2.35,0,3416
USA,PG-13,8000000,2005,489,5.5,2.35,143,3417
UK,PG-13,8000000,2010,692,6.9,2.35,0,3418
USA,R,8000000,2008,513,6,2.35,3000,3419
UK,,,,698,7.7,,0,3420
USA,R,8000000,2006,551,6.4,2.35,294,3421
Italy,Unrated,50000000,2004,526,6.6,1.66,532,3422
Spain,R,8000000,2014,63,5.3,2.35,675,3423
Japan,R,1100000000,1988,5,8.1,1.85,0,3424
USA,R,22000000,2007,10000,5.9,2.35,0,3425
Canada,PG,8000000,2005,265,7.7,2.35,520,3426
USA,R,8000000,2014,920,4.6,,438,3427
China,,,2013,20,5.1,2.35,81,3428
UK,R,7900000,2005,119,6.9,2.35,0,3429
USA,PG-13,8000000,2016,206,8,2.35,205,3430
France,R,,2003,521,6.8,1.85,0,3431
UK,R,,2013,524,5.4,2.35,0,3432
Australia,R,10000000,1989,643,6.5,1.33,999,3433
USA,R,8000000,2016,505,4.2,,689,3434
USA,PG,7500000,1989,509,7.4,1.85,3000,3435
USA,R,7500000,1997,1000,6.9,1.85,508,3436
Hong Kong,R,7500000,1995,147,6.7,2.35,0,3437
France,,7700000,2014,154,7.3,2.35,2000,3438
USA,R,6500000,2005,829,7.6,2.35,0,3439
USA,R,10000000,2007,683,5.4,2.35,0,3440
UK,PG-13,4500000,2009,766,7.3,2.35,12000,3441
USA,R,,2005,545,6.4,2.35,1000,3442
UK,R,7500000,1984,552,6,1.85,345,3443
USA,R,7500000,2002,466,7.2,1.85,1000,3444
Canada,R,7500000,2002,329,6,1.85,0,3445
USA,PG-13,7500000,2008,749,3.1,1.85,140,3446
USA,PG,7500000,2004,266,6.9,,31,3447
USA,R,8000000,2009,15000,6.2,1.85,0,3448
USA,PG-13,,2003,844,5.5,1.85,655,3449
France,,50000000,2001,59,6.9,,26,3450
UK,R,7500000,2003,163,6.3,2.35,0,3451
UK,,7500000,2012,659,4.8,,223,3452
Germany,R,6500000,2004,912,7.9,2.35,18000,3453
UK,R,8000000,2011,415,6.7,2.35,0,3454
Nigeria,,7500000,2012,65,5.6,,389,3455
USA,,6000000,2007,249,5.4,,108,3456
France,PG-13,7300000,2007,545,8,1.85,14000,3457
USA,PG-13,12000000,2009,708,5.7,1.85,0,3458
Germany,,5000000,2008,150,7.6,2.35,25000,3459
France,R,7000000,2016,860,7,2.35,0,3460
UK,R,7300000,2009,698,7.2,2.35,0,3461
USA,PG-13,258000000,2007,11000,6.2,2.35,0,3462
USA,PG-13,7500000,1999,488,3.5,1.37,129,3463
USA,PG-13,7500000,2007,3000,7.5,1.85,10000,3464
Canada,R,7500000,2015,284,5.1,1.85,0,3465
UK,GP,7200000,1971,177,6.7,2.35,0,3466
USA,R,6000000,1972,10000,9.2,1.85,43000,3467
USA,R,4000000,1983,174,6.1,1.85,0,3468
USA,PG-13,7500000,2009,17000,7.7,2.35,40000,3469
New Zealand,R,7000000,1993,18,7.6,1.85,0,3470
USA,R,7000000,2012,15000,6.1,2.35,54000,3471
USA,PG-13,11000000,2003,970,4.9,2.35,2000,3472
UK,PG,7000000,1973,547,6.8,1.66,0,3473
USA,PG,5000000,2000,934,7,1.37,0,3474
Germany,PG-13,,2008,109,7.2,2.35,0,3475
USA,PG-13,6600000,2011,912,5.7,1.85,0,3476
Australia,PG-13,105000000,2013,509,7.3,2.35,115000,3477
USA,PG,7500000,2005,650,7.5,1.85,0,3478
Canada,R,7000000,2005,68,7.4,2.35,0,3479
USA,R,7000000,1995,12000,7.2,1.85,0,3480
UK,R,20000000,2000,900,6.5,2.35,141,3481
USA,TV-MA,,,1000,9,1.78,61000,3482
USA,PG,9000000,1976,659,6.8,2.35,0,3483
UK,PG,13000000,1974,387,6.8,1.66,2000,3484
USA,R,7000000,1988,841,5.2,1.85,978,3485
UK,R,3500000,2005,239,7.2,2.35,10000,3486
USA,,,2000,366,7.5,1.44,407,3487
USA,R,7000000,2014,479,4,1.85,0,3488
USA,R,7000000,1996,524,6.8,1.85,824,3489
USA,R,7000000,2005,649,6.9,1.85,0,3490
USA,TV-14,2300000,,3000,8.2,1.33,6000,3491
USA,R,7000000,2015,256,7.3,2.35,23000,3492
USA,R,7000000,1999,865,6.1,2.35,375,3493
UK,PG-13,200000000,2012,563,7.8,2.35,80000,3494
USA,R,7000000,2003,340,6,1.85,0,3495
USA,PG,350000,1978,29,4.1,,44,3496
USA,R,7000000,2009,105,7,1.85,10000,3497
USA,PG-13,7500000,2009,3000,7.1,2.35,0,3498
USA,R,7000000,1989,554,6.2,1.85,0,3499
USA,PG-13,7000000,2014,664,6.9,,0,3500
USA,R,7000000,2009,343,7.6,2.35,16000,3501
USA,R,7000000,1988,618,7.6,1.85,0,3502
USA,R,7000000,1999,412,6.4,1.85,0,3503
UK,PG-13,7000000,2004,579,6.2,2.35,0,3504
Australia,PG,6000000,2002,93,7.5,2.35,0,3505
USA,PG-13,7000000,2007,585,2,1.85,446,3506
UK,R,7000000,1992,192,6.2,1.85,0,3507
USA,,,,485,7.7,16,0,3508
USA,PG,7000000,2001,43,6.5,1.85,650,3509
USA,TV-14,,,794,7.4,1.33,0,3510
India,,7000000,2004,860,7.9,2.35,2000,3511
USA,R,7000000,2008,518,6.8,2.35,0,3512
USA,R,7000000,2010,259,6.3,1.85,0,3513
USA,PG,7000000,1999,476,6.3,1.85,157,3514
USA,R,7000000,2002,658,6.6,1.85,357,3515
USA,R,7000000,2006,787,6.4,1.85,3000,3516
UK,R,7000000,2011,294,7.5,2.35,38000,3517
UK,PG,,2013,627,5.8,,962,3518
USA,G,7000000,2009,690,6.5,2.35,797,3519
Canada,R,7000000,1983,422,4.8,,168,3520
USA,R,4825000,2009,941,7.2,2.35,0,3521
UK,PG,9000000,1977,750,6.3,1.85,122,3522
France,R,50000000,1993,54,7,2.35,0,3523
USA,R,7000000,2010,218,6.3,1.85,0,3524
USA,R,,2009,216,5.3,2.35,0,3525
USA,PG-13,10000000,1998,788,2.3,1.85,724,3526
USA,R,7000000,2010,20000,7.1,2.35,19000,3527
UK,R,,2013,524,6.2,2.35,0,3528
USA,R,3500000,2002,0,6.2,2.35,0,3529
UK,R,7000000,2002,358,6.7,1.85,97,3530
USA,PG-13,7000000,2015,1000,6.5,1.85,0,3531
USA,R,7000000,2010,403,5.9,2.35,916,3532
Russia,Not Rated,7000000,2013,4,6.7,1.66,1000,3533
USA,R,7000000,2010,854,6,1.85,694,3534
UK,R,7000000,2005,838,6.9,2.35,311,3535
Canada,R,7000000,1999,333,7.9,2.35,16000,3536
Hong Kong,,7000000,2014,82,5.3,2.35,55,3537
USA,R,7000000,2011,844,4.8,1.85,0,3538
Russia,PG,7000000,2012,62,5.3,,453,3539
USA,,7000000,2014,35,6,,41,3540
USA,R,6900000,1985,455,7.3,2.35,0,3541
USA,,,2008,847,7.4,1.78,389,3542
USA,R,6900000,1993,1000,7.7,1.85,10000,3543
USA,TV-G,7000000,2007,632,4.8,1.78,586,3544
Canada,,8700000,2016,147,7.2,2.35,187,3545
USA,,7000000,2015,725,5.8,2.35,0,3546
Germany,,15000000,1999,66,7.3,1.85,687,3547
USA,R,6800000,2005,697,7,2.35,1000,3548
